"BRWA","BWWA","GWWA"
"V2536",0.125,0.3793,0.3056
"V2537",0.625,0.4643,0.451
"V2538",0.3333,0.2727,0.2045
"V2539",0,0.0909,0.02
"V2540",0,0.1818,0.0588
"V2541",0.5,0,0.06
"V2542",0.4286,0.44,0.5506
"V2543",0,0,0.093
"V2544",0.5,0.6,0.3902
"V2545",0.6667,0.5909,0.5909
"V2546",0,0,0.0674
"V2547",0.6667,0.8889,0.78
"V2548",0.1111,0.0345,0.0708
"V2549",0,0.1071,0.036
"V2550",0,0.1071,0.036
"V2551",0.375,0.4286,0.3396
"V2552",0,0,0.0349
"V2553",0,0,0.0353
"V2554",0,0.1,0.1176
"V2555",0,0,0.0333
"V2556",0,0,0.0345
"V2557",0.5,0.2308,0.3564
"V2558",0.2222,0.3846,0.4891
"V2559",0.375,0.5172,0.3981
"V2560",0.1429,0.2222,0.1978
"V2561",0.1667,0.15,0.0128
"V2562",0,0.1053,0.1548
"V2563",0,0,0.1216
"V2564",0.3333,0.3333,0.253
"V2565",0.1429,0.1739,0.1795
"V2566",0,0.1429,0.0519
"V2567",0.1667,0.0476,0.061
"V2568",0.4,0.2,0.1282
"V2569",0,0.1579,0.2025
"V2570",0,0.0909,0.0952
"V2571",0,0.069,0.0357
"V2572",0.5556,0.4483,0.3241
"V2573",0.25,0.2308,0.1485
"V2574",0,0.0357,0.0388
"V2575",0.25,0.0741,0.2079
"V2576",0.75,0.6071,0.5926
"V2577",0,0.069,0.0446
"V2578",0.2222,0.0345,0.0804
"V2579",0.2222,0.069,0.0354
"V2580",0.2222,0.1379,0.0265
"V2581",0.1111,0.069,0.0708
"V2582",0,0.0417,0.1125
"V2583",0,0.0833,0.0864
"V2584",0,0.25,0.1446
"V2585",0,0.16,0.1358
"V2586",0,0.0714,0.0849
"V2587",0.6,0.7692,0.8182
"V2588",0.1667,0,0.0874
"V2589",0.5,0.4762,0.3765
"V2590",0.5,0.3333,0.3441
"V2591",0.1667,0.0909,0.1236
"V2592",0,0.0435,0.0225
"V2593",0.4,0.4348,0.4382
"V2594",0,0.1818,0.2088
"V2595",0.8333,0.48,0.4301
"V2596",0.8333,0.56,0.4894
"V2597",0.1667,0.0455,0.1512
"V2598",0.6667,0.5217,0.4176
"V2599",0.1667,0.0417,0.0667
"V2600",0,0,0.0444
"V2601",0.1429,0.1818,0.1084
"V2602",0.7143,0.619,0.5443
"V2603",0.2857,0.5455,0.5584
"V2604",0.125,0.037,0.0449
"V2605",0,0,0.0526
"V2606",0.25,0.1667,0.2203
"V2607",0,0,0.0526
"V2608",0.4,0.1333,0.0741
"V2609",0,0.2143,0.0702
"V2610",0,0,0.0192
"V2611",0.5,0.7222,0.7079
"V2612",0.6667,0.5238,0.6543
"V2613",0,0.0667,0.0746
"V2614",0.1667,0.3182,0.3333
"V2615",0,0.0526,0.0538
"V2616",0.3333,0.2857,0.2128
"V2617",0,0.15,0.0538
"V2618",0.3333,0.2222,0.2727
"V2619",0,0.1304,0.2184
"V2620",0,0.3182,0.2169
"V2621",0,0.1034,0.055
"V2622",0,0.1379,0.0727
"V2623",0,0,0.0455
"V2624",0,0.2222,0.1458
"V2625",0,0,0.0208
"V2626",0.5,0.3889,0.4423
"V2627",0.6,0.375,0.4375
"V2628",0.25,0.1333,0.25
"V2629",0.375,0.1034,0.2364
"V2630",0.125,0.0741,0.1081
"V2631",0,0.1379,0.2054
"V2632",0.125,0.1786,0.1468
"V2633",0.25,0.1034,0.1161
"V2634",0.25,0.3571,0.422
"V2635",0,0,0.0328
"V2636",0,0,0
"V2637",0.2,0.125,0.1864
"V2638",0,0.1667,0.0781
"V2639",0,0,0.0328
"V2640",0,0.0588,0.0339
"V2641",0,0.0588,0.0169
"V2642",0.6,0.6111,0.5139
"V2643",0,0.1429,0.0633
"V2644",0,0.2222,0.2
"V2645",0,0,0.0317
"V2646",0.3333,0.2609,0.1758
"V2647",0,0,0.0645
"V2648",0,0.2941,0.209
"V2649",0,0.0588,0.0615
"V2650",0.1667,0.2632,0.2
"V2651",0.1429,0.1053,0.0462
"V2652",0.25,0.0714,0
"V2653",0.4,0.1538,0
"V2654",0,0.0833,0.0147
"V2655",0,0.1667,0.1343
"V2656",0,0.1481,0.1474
"V2657",0,0.1538,0.0426
"V2658",0.1111,0.4643,0.243
"V2659",0,0.037,0.0545
"V2660",0.5556,0.3333,0.2857
"V2661",0.5,0.7778,0.7436
"V2662",0.5,0.375,0.3099
"V2663",0,0,0.0556
"V2664",0.4,0.4706,0.2676
"V2665",0,0,0.0556
"V2666",0.2,0.2,0.1667
"V2667",0.75,0.7,0.6714
"V2668",0,0,0.0606
"V2669",0,0.1875,0.1017
"V2670",0,0.04,0.0463
"V2671",0.125,0.75,0.5238
"V2672",0.125,0.7143,0.4808
"V2673",0.1111,0,0.0367
"V2674",0.1111,0.0741,0.0849
"V2675",0,0.037,0.055
"V2676",0.1111,0.1154,0.0364
"V2677",0.1111,0.069,0.0901
"V2678",0.3333,0.4074,0.2477
"V2679",0.1111,0,0.0727
"V2680",0.1111,0.0769,0.1308
"V2681",0.3333,0,0.0556
"V2682",0,0.125,0.2034
"V2683",1,0.2941,0.493
"V2684",1,0.2941,0.4789
"V2685",0.2222,0,0.0521
"V2686",0.1111,0.0357,0.1161
"V2687",0.2222,0.1034,0.1947
"V2688",0.1111,0.0345,0.1062
"V2689",0,0.1429,0.0973
"V2690",0.1111,0,0.0531
"V2691",0,0.0385,0.0577
"V2692",0,0.08,0.0971
"V2693",0,0.0714,0.0561
"V2694",0.125,0.0357,0.0374
"V2695",0.125,0,0.0561
"V2696",0.25,0.1538,0.0204
"V2697",0.1429,0.2,0.1429
"V2698",0.1429,0.0769,0.0392
"V2699",0.1667,0.0769,0.0792
"V2700",0,0,0.0686
"V2701",0.125,0.12,0.1
"V2702",0,0.2143,0.1346
"V2703",0.25,0,0.0893
"V2704",0,0.3077,0.1636
"V2705",0.4,0.5625,0.6981
"V2706",0.5,0.5882,0.463
"V2707",0.5,0.625,0.4808
"V2708",0,0.0345,0.2455
"V2709",0.6,0.5455,0.4717
"V2710",0.25,0,0.1667
"V2711",0.25,0.1111,0.1224
"V2712",0.2222,0.1379,0.0796
"V2713",0.4444,0.4483,0.3805
"V2714",0,0,0.0885
"V2715",0.3333,0.2759,0.1696
"V2716",0,0.2222,0.0333
"V2717",0,0.2222,0.0449
"V2718",0,0,0.069
"V2719",0,0.0588,0.0581
"V2720",0,0,0.0541
"V2721",0.25,0.2143,0.1545
"V2722",0,0.037,0.0714
"V2723",0,0.1111,0.1081
"V2724",0.1111,0.0345,0.0531
"V2725",0,0.1429,0.0423
"V2726",0.5,0.0769,0.0704
"V2727",0,0.1333,0.0294
"V2728",0.5,0.2941,0.1739
"V2729",0,0.0345,0.0446
"V2730",0.3333,0,0.0885
"V2731",0.25,0.0714,0.1947
"V2732",0.125,0.037,0.0849
"V2733",0,0.0714,0.0374
"V2734",0,0.1154,0.0194
"V2735",0,0,0.0481
"V2736",0,0.125,0.0357
"V2737",0.1667,0.2593,0.1786
"V2738",0,0,0.0575
"V2739",0.2,0.0833,0.0714
"V2740",0,0.1333,0.0417
"V2741",0,0.0714,0.2877
"V2742",0,0.0667,0.0278
"V2743",0,0.1333,0.0694
"V2744",0.2,0.3125,0.2319
"V2745",0,0.3333,0.25
"V2746",0,0.1333,0.0405
"V2747",0,0.3333,0.1111
"V2748",0.3333,0.2143,0.2613
"V2749",0.3333,0.2143,0.177
"V2750",0,0.1481,0.1415
"V2751",0.25,0.1852,0.1238
"V2752",0,0.0769,0.0286
"V2753",0.375,0.0385,0.0095
"V2754",0.5,0.5517,0.5644
"V2755",0,0.08,0.0755
"V2756",0,0.1111,0.0286
"V2757",0.625,0.4444,0.4175
"V2758",0,0.08,0.1013
"V2759",0,0,0.05
"V2760",0,0.04,0.0256
"V2761",0,0.1818,0.1579
"V2762",0.3333,0.2381,0.2632
"V2763",0.2,0.2727,0.1842
"V2764",0,0.0556,0.0886
"V2765",0,0,0.0256
"V2766",0.1667,0.0455,0.0685
"V2767",0,0.0435,0.0548
"V2768",0,0.0435,0.0789
"V2769",0.375,0.5172,0.3846
"V2770",0.1111,0.0714,0.0935
"V2771",0.2222,0.2857,0.219
"V2772",0,0.0357,0.0748
"V2773",0,0.3214,0.1308
"V2774",0.125,0.037,0.0841
"V2775",0.1429,0.0769,0.1121
"V2776",0.1667,0.0556,0.1579
"V2777",0,0,0.0339
"V2778",0,0,0
"V2779",0,0,0
"V2780",0,0,0.0179
"V2781",0,0,0.0566
"V2782",0.5714,0,0.1442
"V2783",0,0.1111,0.0094
"V2784",0.5,0.64,0.5644
"V2785",0.1667,0.0385,0.0377
"V2786",0.4286,0,0.0755
"V2787",0,0.04,0.198
"V2788",0,0.069,0.0727
"V2789",0,0.0455,0.0556
"V2790",0,0,0.0549
"V2791",0.125,0.1154,0.2045
"V2792",0,0.2143,0.1339
"V2793",0.125,0.0357,0.0446
"V2794",0.1667,0.4,0.1837
"V2795",0,0,0.1029
"V2796",0.25,0.1429,0.0597
"V2797",0,0,0.0882
"V2798",0,0.05,0.0519
"V2799",0.25,0.4091,0.4691
"V2800",0.3333,0.4091,0.4875
"V2801",0,0.0476,0.0633
"V2802",0.25,0.2727,0.2625
"V2803",0.2,0.1364,0.1375
"V2804",0,0,0.0385
"V2805",0,0.1429,0.102
"V2806",0,0.0526,0.0732
"V2807",0,0,0.061
"V2808",0.125,0.0556,0.0854
"V2809",0,0.1364,0.0353
"V2810",0,0,0.046
"V2811",0,0.0476,0.0952
"V2812",0,0,0.0185
"V2813",0,0.069,0.0278
"V2814",0,0,0.0561
"V2815",0,0.0345,0.037
"V2816",0,0.35,0.2727
"V2817",0,0,0.0588
"V2818",0,0.069,0.1239
"V2819",0.5,0,0.0896
"V2820",NA,0,0.0577
"V2821",NA,0.1538,0.2456
"V2822",NA,0.1538,0.2542
"V2823",0,0,0.0408
"V2824",0,0.0714,0.0408
"V2825",0,0,0.02
"V2826",0.4,0.5,0.2857
"V2827",0,0.16,0.13
"V2828",0.125,0.16,0.19
"V2829",0.25,0.2222,0.1882
"V2830",0.1429,0.1111,0.0602
"V2831",0.1429,0.2857,0.2593
"V2832",0,0,0.0543
"V2833",0.1667,0.1364,0.1685
"V2834",0,0.0455,0.043
"V2835",0.1667,0.2778,0.1429
"V2836",0,0.0476,0.0538
"V2837",0,0,0
"V2838",0,0,0.0323
"V2839",0,0.2,0.0794
"V2840",0,0,0.119
"V2841",0.2,0.1875,0.1395
"V2842",0.4,0.3125,0.34
"V2843",0,0,0.0952
"V2844",0,0.0667,0.0667
"V2845",0,0,0.0339
"V2846",0,0.0667,0.05
"V2847",0.25,0,0.0517
"V2848",0.6667,0.3704,0.3148
"V2849",0,0.1481,0.0631
"V2850",0.1111,0.04,0.018
"V2851",0.25,0.32,0.1887
"V2852",0.2,0.0833,0.0606
"V2853",0,0.1667,0.0448
"V2854",0,0.1818,0.0615
"V2855",0.5,0.2727,0.338
"V2856",0,0.1111,0.1154
"V2857",0.2222,0.069,0.1182
"V2858",0.5556,0.3571,0.4107
"V2859",0,0.069,0.0446
"V2860",0.75,0.9286,0.6607
"V2861",0,0.1111,0.039
"V2862",0.5,0.6667,0.6829
"V2863",0.2857,0.1875,0.4074
"V2864",0.125,0.1111,0.0405
"V2865",0.5,0.5185,0.5046
"V2866",0.5,0.3077,0.2637
"V2867",0,0,0.0659
"V2868",0.3333,0.6087,0.4889
"V2869",0.1111,0.1481,0.0088
"V2870",0.4444,0.5172,0.4286
"V2871",0.25,0.3704,0.2054
"V2872",0.2222,0.1034,0.0796
"V2873",0,0.0345,0.0536
"V2874",0,0.0345,0.0926
"V2875",0.1429,0.2917,0.2673
"V2876",0,0.087,0.1224
"V2877",0,0.2,0.049
"V2878",0,0,0.0725
"V2879",0.4,0.0625,0.169
"V2880",0,0.3529,0.2027
"V2881",0,0,0.0571
"V2882",0,0,0.0725
"V2883",0,0.1053,0.0462
"V2884",0,0.1034,0.0357
"V2885",0,0,0.0721
"V2886",0,0.0345,0.0536
"V2887",0.5556,0.4643,0.375
"V2888",0.4,0.1111,0.2184
"V2889",0.1667,0.3889,0.4941
"V2890",0.375,0.6522,0.6235
"V2891",0,0.25,0.1047
"V2892",0.5556,0.3448,0.2566
"V2893",0.1111,0.1034,0.1239
"V2894",0,0,0.0796
"V2895",0,0.0714,0.0531
"V2896",0,0.1724,0.0982
"V2897",0.6,0.6,0.4239
"V2898",0.25,0.1667,0.2299
"V2899",0,0.0435,0.1163
"V2900",0.75,0.3333,0.3871
"V2901",0.2222,0.037,0.0476
"V2902",0.2222,0.0345,0.0374
"V2903",0.3333,0.0909,0.0926
"V2904",0.1111,0.08,0.0111
"V2905",0.2222,0.2381,0.1957
"V2906",0.2222,0.04,0.0116
"V2907",0,0.125,0.0217
"V2908",0.2857,0.4583,0.3483
"V2909",0.8,0.3636,0.5893
"V2910",0.4,0.32,0.2604
"V2911",0,0,0.0297
"V2912",0.3333,0.1875,0.0847
"V2913",0,0,0.0784
"V2914",0,0.0909,0.1299
"V2915",0,0.0476,0.0405
"V2916",0,0.0476,0.0267
"V2917",0.2,0,0.0274
"V2918",0,0.44,0.3472
"V2919",0.25,0.4091,0.3784
"V2920",0.2857,0.2941,0.2368
"V2921",0,0.2941,0.2317
"V2922",0.1429,0.15,0.0886
"V2923",0,0.4,0.3494
"V2924",0,0.2941,0.2651
"V2925",0.2857,0.9444,0.525
"V2926",0,0.4118,0.2716
"V2927",0.4286,0.5,0.3012
"V2928",0.125,0.1667,0.1266
"V2929",0.1429,0.2353,0.1923
"V2930",0.1429,0.2353,0.0789
"V2931",0,0.0833,0.0351
"V2932",0,0.1429,0.0492
"V2933",0,0.0769,0.1045
"V2934",0,0,0.0615
"V2935",0.4,0,0.0615
"V2936",0,0.1875,0.0508
"V2937",0,0,0.0841
"V2938",0.2222,0.2692,0.2857
"V2939",0.5,0.6667,0.7174
"V2940",0.5,0.6522,0.6667
"V2941",0.5714,0.8148,0.8947
"V2942",0,0.0435,0.1304
"V2943",0,0.0435,0.0761
"V2944",0,0,0.1132
"V2945",0,0,0.0185
"V2946",0.3333,0,0.0556
"V2947",0,0.0667,0.0545
"V2948",0.3333,0.3333,0.1455
"V2949",0,0.1333,0.0392
"V2950",0,0.0769,0.0204
"V2951",0,0.0476,0.0429
"V2952",0,0,0.0282
"V2953",0,0,0.0429
"V2954",0,0.25,0.2059
"V2955",0,0.0455,0.058
"V2956",0.2,0.3182,0.2258
"V2957",0,0.1034,0.036
"V2958",0.6,0.6667,0.6415
"V2959",0,0.3077,0.1321
"V2960",0,0.0385,0.0286
"V2961",0,0.15,0.0706
"V2962",0,0.15,0.0909
"V2963",0,0,0.0536
"V2964",0,0.0357,0.0442
"V2965",0.1111,0.0345,0.0442
"V2966",0,0.0385,0.02
"V2967",0,0.3462,0.2323
"V2968",0.2,0,0.0606
"V2969",0.5,0.381,0.2911
"V2970",0.5,0.25,0.2208
"V2971",0,0.0909,0.0875
"V2972",0.25,0.6552,0.422
"V2973",0.3333,0.4483,0.5463
"V2974",0,0.0556,0.0746
"V2975",0.3333,0,0.058
"V2976",0,0.2222,0.1667
"V2977",0,0.1176,0.0725
"V2978",0.3333,0.3158,0.169
"V2979",1,0.4211,0.3649
"V2980",0.25,0.1111,0.0725
"V2981",1,0.0526,0.0149
"V2982",0.375,0.28,0.3238
"V2983",0,0,0.0673
"V2984",0.1111,0.3103,0.2358
"V2985",0.1111,0.069,0.0648
"V2986",0.1429,0.2083,0.1413
"V2987",0.1429,0.0417,0.087
"V2988",1,0.6154,0.6491
"V2989",0,0,0.0652
"V2990",0.25,0.1304,0.1333
"V2991",0,0,0.069
"V2992",0.5556,0.625,0.6222
"V2993",0,0.1739,0.131
"V2994",0,0.1364,0.0714
"V2995",0,0.2222,0.1376
"V2996",0.5,0.6296,0.6337
"V2997",0.3333,0.3333,0.4537
"V2998",0,0.1111,0.0545
"V2999",0,0.0714,0.0741
"V3000",0.1429,0.1786,0.1682
"V3001",0,0,0.0566
"V3002",0,0.1111,0.1346
"V3003",0,0,0.1207
"V3004",0.2,0.2727,0.0909
"V3005",0.25,0,0.0345
"V3006",0.4,0.3,0.25
"V3007",0.5,0.5,0.386
"V3008",0.25,0.3333,0.5439
"V3009",0,0.1,0.102
"V3010",0.5,0.6154,0.7333
"V3011",0,0.037,0.02
"V3012",0.1429,0,0.0816
"V3013",0.1429,0,0.0396
"V3014",0.1429,0.2222,0.2843
"V3015",0,0.0476,0.0641
"V3016",0.1429,0.0476,0.0395
"V3017",0,0.0476,0.0811
"V3018",0.1667,0,0.0825
"V3019",0,0,0.0417
"V3020",0,0.2308,0.0208
"V3021",0,0.1304,0.0417
"V3022",0,0.087,0.0521
"V3023",0.2857,0.1923,0.1574
"V3024",0.1667,0.1905,0.0938
"V3025",0.4286,0.5833,0.5638
"V3026",0.3333,0.3478,0.4316
"V3027",0.1429,0.1905,0.1146
"V3028",0.5,0.1739,0.2043
"V3029",0,0,0.0217
"V3030",0,0,0.0217
"V3031",0,0.0526,0.0241
"V3032",0,0.0476,0.0233
"V3033",0.4286,0.3043,0.4444
"V3034",0.4286,0.6667,0.6234
"V3035",0.7143,0.6667,0.5616
"V3036",0,0.0667,0.04
"V3037",0,0.0714,0.0476
"V3038",0,0.1538,0.0167
"V3039",0,0.0769,0.0345
"V3040",0.3333,0.3529,0.1148
"V3041",0,0,0.0172
"V3042",0,0.0345,0.0804
"V3043",0.1111,0.1429,0.0357
"V3044",0.6667,0.6786,0.5446
"V3045",0.3333,0.4138,0.213
"V3046",0,0.069,0.0708
"V3047",0,0.2069,0.1802
"V3048",0.125,0.0345,0.0357
"V3049",0.2222,0.0345,0.0357
"V3050",0,0.0667,0.0213
"V3051",0,0.375,0.1667
"V3052",0,0.1429,0.1702
"V3053",0,0,0.0208
"V3054",0,0.0625,0.0213
"V3055",0,0,0.0213
"V3056",0.6667,0.5862,0.6182
"V3057",0.1111,0.0345,0.0531
"V3058",0.5,0.5,0.5806
"V3059",0.3333,0.44,0.38
"V3060",0.2857,0.1667,0.2632
"V3061",0.4286,0.2609,0.1392
"V3062",0.4286,0.2609,0.15
"V3063",0,0,0.0244
"V3064",0,0.1,0.06
"V3065",0,0.0741,0.0404
"V3066",0.1429,0,0.0693
"V3067",0.1429,0.36,0.2553
"V3068",0.3333,0.375,0.3956
"V3069",0,0.08,0.051
"V3070",0,0.2692,0.1122
"V3071",0,0.1481,0.0309
"V3072",0,0.04,0.0092
"V3073",0.1111,0.08,0.1296
"V3074",0.3333,0.2381,0.2529
"V3075",0.1429,0.0455,0.0341
"V3076",0,0.0909,0.0575
"V3077",0,0.1034,0.0531
"V3078",0.2222,0.2414,0.0354
"V3079",0.125,0.3125,0.1806
"V3080",0,0,0.0548
"V3081",0.375,0.4118,0.2329
"V3082",1,0.625,0.6977
"V3083",0,0,0.03
"V3084",0,0.0909,0.04
"V3085",0,0.0455,0.03
"V3086",0.1429,0.0476,0.07
"V3087",0,0.05,0.0247
"V3088",0,0.1429,0.0357
"V3089",0,0.0952,0.0875
"V3090",0.3333,0.45,0.5135
"V3091",0,0.25,0.2338
"V3092",0,0.0526,0.0533
"V3093",0.6,0.3,0.2973
"V3094",0.1667,0,0.0533
"V3095",0,0.2632,0.1733
"V3096",0.6,0.2778,0.3462
"V3097",0.6,0.2778,0.3506
"V3098",0.1111,0.0345,0.0619
"V3099",0.4444,0.5862,0.5688
"V3100",0,0.1786,0.0885
"V3101",0,0,0.0208
"V3102",0,0.0714,0.0217
"V3103",0.2222,0.069,0.1296
"V3104",0,0.0714,0.0531
"V3105",0.5556,0.6667,0.5982
"V3106",0.2222,0.1034,0.1416
"V3107",0,0.069,0.0531
"V3108",0.4444,0.5172,0.5575
"V3109",0,0.2414,0.2124
"V3110",0.2222,0.1379,0.3274
"V3111",0,0.1481,0.055
"V3112",0,0.0385,0.0841
"V3113",0,0.125,0
"V3114",0,0.2353,0.05
"V3115",0,0,0.05
"V3116",0,0.1111,0.05
"V3117",0.25,0.3158,0.1695
"V3118",0,0,0
"V3119",0,0.0833,0.0115
"V3120",0.1429,0.087,0.0471
"V3121",0.1429,0,0
"V3122",0,0.0385,0.0899
"V3123",0.1429,0,0.0227
"V3124",0,0.04,0.0341
"V3125",0.1429,0,0.0455
"V3126",0,0.04,0.0345
"V3127",0.1429,0,0.046
"V3128",0.4286,0.3043,0.3111
"V3129",0,0.125,0.1348
"V3130",0,0.1429,0.06
"V3131",0.5,0.0769,0.0556
"V3132",0,0.0714,0.2083
"V3133",0.5,0.1538,0.0769
"V3134",0,0.0714,0.0364
"V3135",0.5,0.2667,0.1667
"V3136",0,0.1111,0
"V3137",0,0.1667,0.1077
"V3138",0,0.0556,0.0323
"V3139",1,0.55,0.4079
"V3140",0,0.4211,0.2987
"V3141",0,0.4211,0.3378
"V3142",0,0,0.0541
"V3143",0.2,0.1111,0.1579
"V3144",0.25,0,0.0556
"V3145",0,0.3889,0.2206
"V3146",0.8,0.6316,0.6707
"V3147",0,0.1579,0.2078
"V3148",0.3333,0.5172,0.4955
"V3149",0.1111,0.1429,0.0268
"V3150",0.1111,0.1724,0.1909
"V3151",0.1111,0.0345,0.0811
"V3152",0.625,0.4138,0.5315
"V3153",0,0.2222,0.036
"V3154",0,0,0.0638
"V3155",0.3333,0.4667,0.4706
"V3156",0,0.0667,0.0612
"V3157",0,0,0.0204
"V3158",0.6667,0.5,0.3556
"V3159",0,0,0.0926
"V3160",0,0.1,0.0536
"V3161",0,0,0.0702
"V3162",0.375,0.2941,0.3158
"V3163",0.2222,0.25,0.2222
"V3164",0,0.069,0.0278
"V3165",0.3333,0.3214,0.3619
"V3166",0,0,0.0561
"V3167",0.625,0.1724,0.3832
"V3168",0.1429,0.2222,0.1963
"V3169",0.1111,0.2143,0.1333
"V3170",0.1111,0.1111,0.0841
"V3171",0.1111,0.3103,0.2857
"V3172",0,0.1034,0.0268
"V3173",0,0,0.0619
"V3174",0,0,0.0471
"V3175",0,0.0455,0.0617
"V3176",0,0.0952,0.0241
"V3177",0,0,0.0482
"V3178",0,0.0833,0.0408
"V3179",0,0.1429,0.0588
"V3180",0.3333,0.0769,0.1091
"V3181",0.4,0.0769,0.1607
"V3182",0,0,0.0526
"V3183",0.1111,0.1071,0.0943
"V3184",0,0,0.0625
"V3185",0,0.24,0.0957
"V3186",0,0.1923,0.1064
"V3187",0,0.05,0.027
"V3188",0.6,0.4,0.4487
"V3189",0,0.0455,0.025
"V3190",0,0.1154,0.0286
"V3191",0,0.1111,0.0328
"V3192",0,0,0.05
"V3193",0.1111,0.2069,0.0917
"V3194",0,0.0714,0.0794
"V3195",0,0,0.1111
"V3196",0.3333,0.0357,0.2091
"V3197",0.2222,0.1071,0.0804
"V3198",0.125,0.1111,0.0714
"V3199",0,0.1429,0.0536
"V3200",0,0,0.0536
"V3201",0,0.1111,0.0893
"V3202",0.1667,0.2353,0.2097
"V3203",0,0,0.0811
"V3204",0.5,0,0.0548
"V3205",0,0.1053,0.2073
"V3206",0.3333,0.15,0.0405
"V3207",0,0,0.0137
"V3208",0.6667,0.1,0.0278
"V3209",0.1429,0.0714,0.0734
"V3210",0,0.069,0.0364
"V3211",0,0.1724,0.0354
"V3212",0.3333,0.4828,0.3636
"V3213",0.4444,0.4828,0.3393
"V3214",1,0.5,0.5333
"V3215",0,0.069,0.0708
"V3216",0.6667,0.4348,0.2688
"V3217",0,0.0952,0.1125
"V3218",0,0.2174,0.1429
"V3219",0.25,0.1176,0.0843
"V3220",0,0.0417,0.1087
"V3221",0.2222,0.1111,0.0367
"V3222",0.2222,0.3846,0.4167
"V3223",0.375,0.4286,0.3679
"V3224",0.375,0.4286,0.3679
"V3225",0.7778,0.3929,0.4312
"V3226",0,0,0.0133
"V3227",0,0,0.0263
"V3228",0,0.069,0.0973
"V3229",0,0.0345,0.0708
"V3230",0.125,0.1154,0.125
"V3231",0,0.087,0.1146
"V3232",0,0.0417,0.0722
"V3233",0.25,0.1875,0.2083
"V3234",0,0.1667,0.1429
"V3235",0,0.0588,0.0408
"V3236",0,0.0588,0.0408
"V3237",0.25,0.1176,0.1837
"V3238",0.25,0.0625,0.2083
"V3239",0.25,0.1875,0.1633
"V3240",0,0.0556,0.0833
"V3241",0.25,0.2308,0.3913
"V3242",0,0,0.0735
"V3243",0,0.1818,0.1667
"V3244",0.1111,0.1034,0.0619
"V3245",0.2222,0.2414,0.2523
"V3246",0,0.1429,0.0531
"V3247",0.2222,0.3793,0.3393
"V3248",0.1111,0.0345,0.0721
"V3249",0,0.069,0.0536
"V3250",0.2222,0.1724,0.2273
"V3251",0.1111,0.1034,0.0536
"V3252",0.6,0.7647,0.6458
"V3253",0.6,0.75,0.617
"V3254",0.6,0.7647,0.6087
"V3255",0.1667,0.2857,0.439
"V3256",0.3333,0.3529,0.1739
"V3257",0,0,0.0192
"V3258",0.1429,0.25,0.2553
"V3259",0.1429,0.3889,0.25
"V3260",0,0,0.0667
"V3261",0.1429,0.0625,0.1458
"V3262",0.1111,0.069,0.0536
"V3263",0,0.069,0.0179
"V3264",0.3333,0.3448,0.4091
"V3265",0.1111,0.0345,0.0354
"V3266",0,0.0357,0.0446
"V3267",0.7143,0.5172,0.5377
"V3268",0.1111,0.2963,0.243
"V3269",0,0,0.0602
"V3270",0.125,0.04,0.0375
"V3271",0,0.04,0.061
"V3272",0.125,0.1429,0.1818
"V3273",0,0,0.0294
"V3274",0,0.3077,0.375
"V3275",0,0.2667,0.1667
"V3276",0.2,0.3077,0.25
"V3277",0,0.1429,0.115
"V3278",0.3333,0.5517,0.6263
"V3279",0.4444,0.5357,0.4848
"V3280",0,0.0357,0.0472
"V3281",0.25,0.5,0.2621
"V3282",0.1111,0.0714,0.0849
"V3283",0.1111,0.0714,0.0849
"V3284",0,0.1,0.0417
"V3285",0,0.1818,0.0274
"V3286",0.5,0.5714,0.4
"V3287",0.3333,0.4583,0.4286
"V3288",0,0.1304,0.06
"V3289",0,0.0417,0.1176
"V3290",0.2222,0.2174,0.1856
"V3291",0,0.0833,0.0753
"V3292",0.375,0.4545,0.3441
"V3293",0.1111,0.0909,0.0745
"V3294",0.2857,0.1905,0.1954
"V3295",0.2857,0.3478,0.2759
"V3296",0,0.1111,0.037
"V3297",0.2,0.1667,0.1207
"V3298",0.1667,0,0.1207
"V3299",0,0.2727,0.0714
"V3300",0.5556,0.6207,0.5982
"V3301",0.3333,0.3929,0.3839
"V3302",0.1111,0.1111,0.0625
"V3303",0,0.0357,0.0619
"V3304",0,0.0357,0.0796
"V3305",0.1111,0.1786,0.0991
"V3306",0,0,0.0531
"V3307",0,0.2414,0.2301
"V3308",0,0.0345,0.0973
"V3309",0,0,0.0506
"V3310",0.1111,0.1429,0.1261
"V3311",0,0,0.0536
"V3312",0,0.0588,0.0317
"V3313",0,0.1333,0.0952
"V3314",0,0.0625,0.0161
"V3315",0,0.0625,0.0484
"V3316",0,0.5714,0.2979
"V3317",0.3333,0.4,0.3673
"V3318",0.3333,0.6875,0.5636
"V3319",0,0.4,0.1
"V3320",1,0.7857,0.5873
"V3321",0,0,0.0909
"V3322",0.6667,0,0.0182
"V3323",0,0.0833,0.04
"V3324",0,0,0.0625
"V3325",0,0.0833,0.0769
"V3326",0.25,0.2,0.2985
"V3327",0.4286,0.2941,0.1186
"V3328",0.2857,0.25,0.1148
"V3329",0,0.0625,0.0161
"V3330",0.1667,0.3529,0.1034
"V3331",0.1667,0.3125,0.1186
"V3332",0.1667,0.3529,0.1034
"V3333",0.1667,0.3125,0.0952
"V3334",0.1667,0.3529,0.1017
"V3335",0.1429,0.0588,0.0323
"V3336",0.1429,0.0588,0.0164
"V3337",0,0.1176,0.0333
