"BRWA"	"BWWA"	"GWWA"
"V3263"	0	0.0677	0.0353
"V3264"	0.4306	0.2894	0.4256
"V3265"	0.1111	0.0345	0.052
"V3266"	0	0.0357	0.0609
"V3267"	0.4762	0.5062	0.459
"V3268"	0.1111	0.2564	0.2422
"V3269"	0.25	0	0.0588
"V3270"	0.125	0.04	0.037
"V3271"	0	0.04	0.0595
"V3272"	0.125	0.1357	0.1875
"V3273"	0.4	0	0.0292
"V3274"	0.6	0.2692	0.3556
"V3275"	0	0.2381	0.179
"V3276"	0.2	0.2692	0.2915
"V3277"	0	0.1349	0.1245
"V3278"	0.4306	0.5025	0.4977
"V3279"	0.5278	0.4286	0.4395
"V3280"	0	0.0357	0.0463
"V3281"	0.2321	0.414	0.243
"V3282"	0.1111	0.0701	0.0817
"V3283"	0.1111	0.0701	0.0817
"V3284"	0	0.1	0.0411
"V3285"	0	0.1727	0.0272
"V3286"	0.5	0.4176	0.3506
"V3287"	0.4306	0.3587	0.3789
"V3288"	0	0.1245	0.0773
"V3289"	0	0.0417	0.1112
"V3290"	0.375	0.3755	0.2911
"V3291"	0	0.0815	0.0728
"V3292"	0.5357	0.5087	0.5021
"V3293"	0.1111	0.171	0.111
"V3294"	0.5476	0.3762	0.3868
"V3295"	0.5476	0.5138	0.5041
"V3296"	0	0.1111	0.0367
"V3297"	0.2	0.2955	0.1143
"V3298"	0.1667	0	0.1446
"V3299"	0	0.2455	0.1026
"V3300"	0.5278	0.4914	0.5014
"V3301"	0.4306	0.3624	0.3721
"V3302"	0.1111	0.1068	0.094
"V3303"	0	0.0357	0.0603
"V3304"	0	0.0357	0.0768
"V3305"	0.1111	0.1653	0.1267
"V3306"	0	0	0.0519
"V3307"	0	0.2155	0.2044
"V3308"	0	0.0345	0.109
"V3309"	0	0	0.1198
"V3310"	0.1111	0.1349	0.1187
"V3311"	0	0	0.0524
"V3312"	0	0.1691	0.0315
"V3313"	0.4	0.1286	0.2245
"V3314"	0.4	0.0625	0.1367
"V3315"	0.4	0.0625	0.2158
"V3316"	0	0.4176	0.2558
"V3317"	0.3333	0.3333	0.3023
"V3318"	0.3333	0.4583	0.4367
"V3319"	NA	0.3333	0.0959
"V3320"	0.5	0.5055	0.4414
"V3321"	NA	0	0.0875
"V3322"	0.5	0	0.0182
"V3323"	0	0.0833	0.0396
"V3324"	0	0	0.1374
"V3325"	0	0.0833	0.0747
"V3326"	0.25	0.4905	0.4346
"V3327"	0.3571	0.4926	0.4492
"V3328"	0.2619	0.45	0.4003
"V3329"	0	0.0625	0.0785
"V3330"	0.4333	0.5184	0.4347
"V3331"	0.4333	0.5208	0.4234
"V3332"	0.4333	0.5184	0.4056
"V3333"	0.5667	0.3542	0.2921
"V3334"	0.4333	0.5184	0.3486
"V3335"	0.1429	0.0588	0.0632
"V3336"	0.1429	0.0588	0.0798
"V3337"	0	0.114	0.0331
"V3338"	0.1667	0.1654	0.0945
"V3339"	0.25	0.3743	0.2057
"V3340"	0.25	0.3947	0.1379
"V3341"	0.2857	0.3158	0.4001
"V3342"	0	0.1053	0.0635
"V3343"	0	0	0.0645
"V3344"	0.6667	0.4105	0.4632
"V3345"	0	0.152	0.0479
"V3346"	0.6667	0.4857	0.5059
"V3347"	0	0	0.0808
"V3348"	0.3	0.4211	0.4661
"V3349"	0.1667	0.1868	0.0237
"V3350"	0.4	0.4211	0.4477
"V3351"	0	0	0.1367
"V3352"	0	0	0.0589
"V3353"	0	0.2339	0.1718
"V3354"	0.2	0.1491	0.0602
"V3355"	0	0.2077	0.2329
"V3356"	0.4306	0.3439	0.4866
"V3357"	0.3056	0.3846	0.1991
"V3358"	0	0	0.0608
"V3359"	0	0	0.0603
"V3360"	0	0.1032	0.0524
"V3361"	0.5667	0.5037	0.4941
"V3362"	0.1111	0.1884	0.213
"V3363"	0	0.0677	0.1011
"V3364"	0.3393	0.037	0.076
"V3365"	0	0.2023	0.1191
"V3366"	0	0	0.0576
"V3367"	0.375	0	0.0847
"V3368"	0	0.0783	0.1055
"V3369"	0	0.0417	0.0495
"V3370"	0.2222	0.115	0.0398
"V3371"	0.2222	0	0.093
"V3372"	0.5357	0.4829	0.4937
"V3373"	0	0.1902	0.0481
"V3374"	0	0	0.0666
"V3375"	0	0.1978	0.0227
"V3376"	0.5833	0.481	0.4408
"V3377"	0	0	0.1207
"V3378"	0	0.175	0.2234
"V3379"	0	0.175	0.0734
"V3380"	0.1667	0.0588	0.0592
"V3381"	0.2	0.0556	0.1029
"V3382"	0	0.0974	0.0538
"V3383"	0.381	0.3134	0.3618
"V3384"	0.5238	0.5133	0.4964
"V3385"	0	0	0.0857
"V3386"	0.1667	0.4058	0.3449
"V3387"	0.4286	0.4117	0.2459
"V3388"	0	0.1108	0.049
"V3389"	0.125	0.0783	0.0306
"V3390"	0.125	0.04	0.0406
"V3391"	0	0.0783	0.0386
"V3392"	0.125	0	0.0789
"V3393"	0	0.1976	0.0787
"V3394"	0	0.0783	0.1037
"V3395"	0.4643	0.4901	0.468
"V3396"	0	0.0783	0.1663
"V3397"	0.125	0.1902	0.1133
"V3398"	0.125	0.1902	0.1144
"V3399"	0.1429	0.1902	0.1565
"V3400"	0	0.2467	0.1298
"V3401"	0.125	0.0754	0.0765
"V3402"	0.125	0.085	0.192
"V3403"	0.2083	0	0.0603
"V3404"	0	0	0.0761
"V3405"	0.3333	0.1978	0.1876
"V3406"	0.25	0	0.0566
"V3407"	0	0.4318	0.1876
"V3408"	0.5	0.3205	0.3945
"V3409"	0.5	0.5046	0.4686
"V3410"	0.5	0.5046	0.4615
"V3411"	0.1429	0.04	0.1808
"V3412"	0.1111	0.1601	0.1706
"V3413"	0.25	0.3874	0.2119
"V3414"	0.4107	0.2826	0.3722
"V3415"	0.4107	0.2826	0.3722
"V3416"	0.2917	0.3903	0.3073
"V3417"	0.55	0.4185	0.4454
"V3418"	0.2321	0.275	0.088
"V3419"	0.125	0.1349	0.0911
"V3420"	0.2083	0.2009	0.1299
"V3421"	0	0.0701	0.0614
"V3422"	0	0.0998	0.0775
"V3423"	0.1111	0.0998	0.1322
"V3424"	0	0.0998	0.1473
"V3425"	0	0	0.0768
"V3426"	0	0.0345	0.0604
"V3427"	0	0.0345	0.1244
"V3428"	0	0	0.0569
"V3429"	0	0.1667	0.0192
"V3430"	0	0.1667	0.0189
"V3431"	0	0	0.0569
"V3432"	0.2	0.1786	0.0873
"V3433"	0	0.2571	0.1171
"V3434"	0	0.4405	0.2161
"V3435"	0	0.2554	0.14
"V3436"	0	0	0.0533
"V3437"	0	0.0887	0.0831
"V3438"	0.2	0.219	0.1507
"V3439"	0.2	0.0929	0.2574
"V3440"	0	0	0.0532
"V3441"	0	0.0435	0.0425
"V3442"	0	0.0435	0.0425
"V3443"	0	0	0.0629
"V3444"	0.4	0.0435	0.1583
"V3445"	0.4306	0.2235	0.2198
"V3446"	0.125	0.2249	0.167
"V3447"	0.2321	0.3836	0.3242
"V3448"	0	0	0.0907
"V3449"	0	0.1286	0.1254
"V3450"	0.4464	0.4105	0.3457
"V3451"	0.125	0.1078	0.0852
"V3452"	0.1429	0.0526	0.0773
"V3453"	0	0.0974	0.0389
"V3454"	0	0.114	0.0261
"V3455"	0.2	0.0588	0.0261
"V3456"	0.25	0.0588	0.0509
"V3457"	0	0	0.0516
"V3458"	0.5476	0.4211	0.4793
"V3459"	0	0	0.0626
"V3460"	0.4286	0.4766	0.4514
"V3461"	0.125	0	0.1137
"V3462"	0	0.0701	0.0519
"V3463"	0.2083	0.2672	0.2215
"V3464"	0.1111	0.1032	0.0435
"V3465"	0.2	0.0667	0.0826
"V3466"	0	0.1857	0.2762
"V3467"	0.4167	0	0.061
"V3468"	0	0.1474	0.2005
"V3469"	0	0.1374	0.0891
"V3470"	0	0.0909	0.129
"V3471"	0	0	0.0791
"V3472"	0.3393	0.141	0.1055
"V3473"	0.25	0.0741	0.1764
"V3474"	0	0.0345	0.0519
"V3475"	0	0.375	0.4585
"V3476"	0	0	0.0686
"V3477"	0.1667	0.0929	0.2293
"V3478"	0.2	0.0929	0.1164
"V3479"	0	0	0.0529
"V3480"	0.2	0.0556	0.1137
"V3481"	0	0.1	0.0268
"V3482"	0.25	0.1786	0.0765
"V3483"	0.25	0	0.0864
"V3484"	0.25	0.1868	0.1225
"V3485"	0.5667	0.4103	0.4963
"V3486"	0	0.0677	0.0435
"V3487"	0.3056	0.1653	0.1907
"V3488"	0.5278	0.42	0.5024
"V3489"	0	0.0998	0.1322
"V3490"	0.2917	0.0357	0.101
"V3491"	0.2222	0.0677	0.0435
"V3492"	0	0.1176	0.1455
"V3493"	0.375	0.1558	0.124
"V3494"	0	0.1902	0.22
"V3495"	0.4643	0.5092	0.5032
"V3496"	0	0.2483	0.1428
"V3497"	0.1667	0.1727	0.1232
"V3498"	0	0	0.0588
"V3499"	0.55	0.415	0.3887
"V3500"	0	0.085	0.1871
"V3501"	0.2619	0.0435	0.102
"V3502"	0	0	0.0833
"V3503"	0	0.0929	0.0595
"V3504"	0.3	0.4706	0.4588
"V3505"	0	0.1569	0.1987
"V3506"	0.5	0.5037	0.4963
"V3507"	0.4167	0.2667	0.1543
"V3508"	0.5238	0.4963	0.5006
"V3509"	0.4333	0.3485	0.1949
"V3510"	0	0.1068	0.0888
"V3511"	0.6667	0.522	0.366
"V3512"	0	0.0714	0.1131
"V3513"	0	0	0.0666
"V3514"	0	0.3571	0.126
"V3515"	0	0.1333	0.0336
"V3516"	0.5	0.125	0.2289
"V3517"	0	0.2619	0.2333
"V3518"	0	0.0357	0.0776
"V3519"	0.4861	0.4692	0.4814
"V3520"	0.2	0.1	0.1443
"V3521"	0.2	0.1	0.1443
"V3522"	0	0.0909	0.0832
"V3523"	0.2	0	0.0805
"V3524"	0	0	0.096
"V3525"	0.6	0.5127	0.5049
"V3526"	0	0.1265	0.0754
"V3527"	0	0.1299	0.1264
"V3528"	0	0.1902	0.2051
"V3529"	0	0.0677	0.0614
"V3530"	0	0.1667	0.0352
"V3531"	0.5	0.4132	0.3854
"V3532"	0.2	0.2771	0.154
"V3533"	0	0.0476	0.0523
"V3534"	0	0.05	0.0642
"V3535"	0.45	0.5173	0.4952
"V3536"	0	0.0476	0.0516
"V3537"	0.2	0.0435	0.0395
"V3538"	0	0.0476	0.1009
"V3539"	0	0.132	0.0777
"V3540"	0	0.1053	0.1096
"V3541"	0.2	0.1654	0.2318
"V3542"	0	0.0526	0.0768
"V3543"	0	0.1601	0.1522
"V3544"	0.55	0.261	0.5055
"V3545"	0.55	0.45	0.4153
"V3546"	0.2619	0.1196	0.1561
"V3547"	0.2321	0.1108	0.1779
"V3548"	0.25	0.4423	0.3695
"V3549"	0.5238	0.5143	0.4893
"V3550"	0.3	0	0.0566
"V3551"	0.2321	0.215	0.1508
"V3552"	0.1111	0.0385	0.0757
"V3553"	0.2917	0.3063	0.1697
"V3554"	0.381	0.4095	0.4893
"V3555"	0.1429	0.4208	0.3413
"V3556"	NA	0.3654	0.4575
"V3557"	NA	0.2115	0.2533
"V3558"	0.2917	0.1601	0.1976
"V3559"	0	0.0677	0.0686
"V3560"	0.5179	0.5037	0.4829
"V3561"	0.1111	0.0998	0.0265
"V3562"	0	0.115	0.2007
"V3563"	0	0.0588	0.1422
"V3564"	0	0	0.0537
"V3565"	0.5238	0.4952	0.4902
"V3566"	0	0.1078	0.028
"V3567"	0	0	0.0529
"V3568"	0.1667	0.2974	0.1335
"V3569"	0	0.1305	0.0946
"V3570"	0.1111	0.0345	0.1187
"V3571"	0.5417	0.5057	0.4775
"V3572"	0	0.0345	0.053
"V3573"	0	0	0.0857
"V3574"	0	0.1318	0.0435
"V3575"	0.2083	0.0345	0.0604
"V3576"	0	0.1123	0.1341
"V3577"	0	0.037	0.092
"V3578"	0	0.1123	0.1134
"V3579"	0	0.0526	0.0837
"V3580"	0	0	0.065
"V3581"	0.5	0.2115	0.1724
"V3582"	NA	0	0.0545
"V3583"	0.5	0.1474	0.2492
"V3584"	0.5	0.4228	0.2764
"V3585"	0.5	0.5	0.5027
"V3586"	0.5	0.35	0.2641
"V3587"	0	0.037	0.0772
"V3588"	0.2619	0.2308	0.1687
"V3589"	0	0.0385	0.0532
"V3590"	0	0.037	0.0939
"V3591"	0.1429	0.0783	0.0965
"V3592"	0.1429	0.0417	0.0655
"V3593"	0	0.2662	0.1617
"V3594"	0	0.115	0.0591
"V3595"	0.4722	0.3201	0.3214
"V3596"	0.125	0.1902	0.2697
"V3597"	0	0	0.0754
"V3598"	0	0.0556	0.0679
"V3599"	0.5357	0.5109	0.4963
"V3600"	0	0	0.0591
"V3601"	0	0	0.0706
"V3602"	0.5357	0.5083	0.4758
"V3603"	0.1111	0	0.1197
"V3604"	0.2917	0.4052	0.2925
"V3605"	0.1111	0.0714	0.0758
"V3606"	0	0.0701	0.1408
"V3607"	0.2321	0.37	0.3935
"V3608"	0.2619	0.193	0.144
"V3609"	NA	0.2	0.1387
"V3610"	NA	0.2667	0.4643
"V3611"	NA	0	0.0503
"V3612"	0.1111	0.1462	0.0724
"V3613"	0.1111	0.0783	0.0359
"V3614"	0.2083	0.2369	0.252
"V3615"	0	0	0.0932
"V3616"	0	0.0345	0.0519
"V3617"	0	0.0998	0.0849
"V3618"	0.1111	0.2426	0.2628
"V3619"	0.25	0	0.0599
"V3620"	0	0.0833	0.0374
"V3621"	0	0.0929	0.0912
"V3622"	0	0.05	0.0581
"V3623"	0	0.0667	0.1548
"V3624"	0	0.1286	0.0342
"V3625"	0.1667	0.0588	0.1926
"V3626"	0.3611	0.1032	0.1983
"V3627"	0.3611	0.1032	0.205
"V3628"	0.5	0.2662	0.3074
"V3629"	0	0.0754	0.0467
"V3630"	0.2619	0.1769	0.2143
"V3631"	0.5	0.5152	0.4842
"V3632"	0.2083	0.2167	0.1765
"V3633"	0.2083	0.2155	0.1547
"V3634"	0	0.0435	0.0721
"V3635"	0.1667	0.192	0.1373
"V3636"	0.1667	0.2733	0.0967
"V3637"	0	0.0385	0.0641
"V3638"	0.1667	0.04	0.1685
"V3639"	0.6667	0.2222	0.1522
"V3640"	0.5	0.4559	0.3505
"V3641"	0.5833	0.5048	0.5049
"V3642"	0	0.1111	0.0737
"V3643"	0.3333	0.2398	0.2354
"V3644"	0.2	0.1111	0
"V3645"	0.4333	0.2969	0.1615
"V3646"	0.5	0.2969	0.1706
"V3647"	0.1667	0.1474	0.2243
"V3648"	0	0	0.1184
"V3649"	0	0	0.0576
"V3650"	0	0.1857	0.1695
"V3651"	0	0.0714	0.2205
"V3652"	0.3571	0.4833	0.4714
"V3653"	0.2083	0.1349	0.1559
"V3654"	0	0.1349	0.156
"V3655"	0.4167	0.3063	0.2108
"V3656"	0.2083	0.0701	0.1732
"V3657"	0.1429	0.2228	0.1829
"V3658"	0	0.1558	0.0983
"V3659"	0.2321	0.1245	0.1334
"V3660"	0	0.0815	0.0602
"V3661"	0	0.4846	0.4214
"V3662"	0	0	0.0673
"V3663"	0	0.2332	0.2861
"V3664"	0	0.0417	0.0673
"V3665"	0	0.0345	0.0857
"V3666"	0.1111	0.0701	0.0857
"V3667"	0.1111	0.0345	0.0352
"V3668"	0	0	0.0692
"V3669"	0.5278	0.455	0.4896
"V3670"	0.125	0.1245	0.1216
"V3671"	0.125	0	0.0722
"V3672"	0.125	0.0476	0.0326
"V3673"	0	0.0455	0.0745
"V3674"	0.4107	0.2293	0.3277
"V3675"	0	0.037	0.0637
"V3676"	0.1429	0.1769	0.1485
"V3677"	0	0	0.062
"V3678"	0	0	0.0555
"V3679"	0	0.1023	0.0337
"V3680"	0.5	0.0833	0.0612
"V3681"	0.5	0.1978	0.1653
"V3682"	0	0	0.0891
"V3683"	0	0	0.0733
"V3684"	0	0.1208	0.0535
"V3685"	0.1111	0.0345	0.0435
"V3686"	0	0.0998	0.0349
"V3687"	0.2083	0.2414	0.2182
"V3688"	0.1111	0.0345	0.0524
"V3689"	0	0.0726	0.0687
"V3690"	0.375	0.3519	0.3101
"V3691"	0	0.0677	0.0524
"V3692"	0	0.0345	0.0439
"V3693"	0.2083	0.1349	0.2395
"V3694"	0	0.1318	0.0693
"V3695"	0.4167	0.511	0.4725
"V3696"	0.5	0.3875	0.2869
"V3697"	0	0.0714	0.072
"V3698"	0.4	0.3718	0.2357
"V3699"	0	0.1474	0.2419
"V3700"	0.4	0.2115	0.2142
"V3701"	0	0	0.0791
"V3702"	0.125	0.1349	0.159
"V3703"	0	0.0833	0.0439
"V3704"	0.3056	0.3889	0.3411
"V3705"	0.1111	0.1944	0.2317
"V3706"	0.2083	0.1362	0.0089
"V3707"	0.2083	0.0345	0.0781
"V3708"	0.2917	0.1667	0.0613
"V3709"	0.5	0.0714	0.1338
"V3710"	0.5	0	0.0388
"V3711"	NA	0	0.0791
"V3712"	0.3333	0	0.1097
"V3713"	0.6667	0.3015	0.3068
"V3714"	0.6667	0.193	0.1766
"V3715"	0	0.2143	0.1578
"V3716"	0.4167	0.1688	0.0448
"V3717"	0.3571	0.2536	0.2811
"V3718"	0.2083	0.0435	0.1156
"V3719"	0.1111	0.0815	0.1018
"V3720"	0	0.192	0.071
"V3721"	0	0	0.066
"V3722"	0	0.125	0.0339
"V3723"	0	0.0667	0.1455
"V3724"	0	0	0.1029
"V3725"	0.1111	0.3849	0.2988
"V3726"	0	0.2513	0.1311
"V3727"	0.1111	0.1724	0.084
"V3728"	0	0.0417	0.0923
"V3729"	0.6667	0.4952	0.4846
"V3730"	0.6	0.5119	0.504
"V3731"	0.5667	0.3735	0.3587
"V3732"	0	0	0.137
"V3733"	0	0.1491	0.2565
"V3734"	0	0.4678	0.4534
"V3735"	0.5	0.4825	0.4634
"V3736"	0	0	0.0884
"V3737"	0	0.0929	0.0926
"V3738"	0	0.0476	0.0485
"V3739"	0	0.0476	0.0509
"V3740"	NA	0.5095	0.4861
"V3741"	NA	0.4942	0.5035
"V3742"	NA	0.4842	0.5039
"V3743"	0.5	0.4801	0.4411
"V3744"	0	0.1477	0.0209
"V3745"	0.25	0.4817	0.4934
"V3746"	0	0.1477	0.0312
"V3747"	0	0.2092	0.2455
"V3748"	0.5333	0.275	0.1867
"V3749"	0	0.037	0.0574
"V3750"	0.5	0.5119	0.5044
"V3751"	0	0	0.0729
"V3752"	0.5667	0.4978	0.5035
"V3753"	0.1667	0.1381	0.0589
"V3754"	0.1667	0.417	0.3158
"V3755"	0	0.2332	0.1073
"V3756"	0.1667	0.1	0.0596
"V3757"	0.5833	0.0833	0.376
"V3758"	0.5833	0.0833	0.3706
"V3759"	0.5	0.2348	0.2677
"V3760"	NA	0	0.0663
"V3761"	NA	0.0909	0.0469
"V3762"	0.5	0.4	0.3219
"V3763"	0.5	0.0769	0.0756
"V3764"	0	0.0345	0.0519
"V3765"	0.2083	0.1601	0.1472
"V3766"	0	0.0345	0.0686
"V3767"	0.5	0.5	0.4836
"V3768"	0.5	0.1474	0.1125
"V3769"	0.2	0.0769	0.0336
"V3770"	0	0	0.1006
"V3771"	0	0.1374	0.154
"V3772"	0.2	0	0.0805
"V3773"	0.5	0.5043	0.4879
"V3774"	0	0	0.0566
"V3775"	0.125	0.0754	0.1055
"V3776"	0.3393	0.1709	0.1065
"V3777"	0	0	0.0746
"V3778"	0.25	0.1045	0.1405
"V3779"	0.25	0.0701	0.1218
"V3780"	0.1429	0.0625	0.0305
"V3781"	0.1429	0.0625	0.045
"V3782"	0	0.0625	0.1262
"V3783"	0.3571	0.4827	0.4946
"V3784"	0	0	0.0958
"V3785"	0	0.0667	0.0461
"V3786"	0	0.175	0.0991
"V3787"	0	0	0.0492
"V3788"	0.4167	0.4417	0.462
"V3789"	0	0.0667	0.0864
"V3790"	0	0.0667	0.118
"V3791"	0.35	0.1857	0.2178
"V3792"	0.35	0.1857	0.2153
"V3793"	0	0.2292	0.0718
"V3794"	0	0.0714	0.0588
"V3795"	0.6667	0.4044	0.1503
"V3796"	0	0	0.0517
"V3797"	0.2083	0.1068	0.2043
"V3798"	0.2917	0.1884	0.162
"V3799"	0.1111	0.0677	0.1408
"V3800"	0.2083	0.1884	0.1168
"V3801"	0.5	0.3864	0.1992
"V3802"	0.1667	0.3684	0.1989
"V3803"	0	0.0667	0.0529
"V3804"	0	0.1208	0.0537
"V3805"	0.2	0.307	0.1224
"V3806"	0.2	0.3856	0.2104
"V3807"	0	0	0.0817
"V3808"	0	0	0.0516
"V3809"	0.125	0.2009	0.1589
"V3810"	0	0.0726	0.1253
"V3811"	0.1111	0.1108	0.0642
"V3812"	0	0.0783	0.0372
"V3813"	0.3393	0.4117	0.4024
"V3814"	0.4286	0.453	0.4182
"V3815"	0	0	0.0903
"V3816"	0	0	0.1007
"V3817"	0.25	0.05	0.1838
"V3818"	0	0.2056	0.2807
"V3819"	0.5	0	0.0375
"V3820"	0	0.1868	0.1018
"V3821"	0.5833	0.4632	0.5049
"V3822"	0.2857	0.1214	0.2031
"V3823"	0.3611	0.4769	0.4325
"V3824"	0.4464	0.5138	0.4918
"V3825"	0.3214	0.2183	0.1309
"V3826"	0.3214	0.3319	0.2224
"V3827"	0.1429	0.0417	0.0342
"V3828"	0	0	0.0896
"V3829"	0	0.3286	0.2237
"V3830"	0	0.2179	0.0923
"V3831"	0.4107	0.2455	0.1905
"V3832"	0.2321	0.4619	0.3473
"V3833"	0.2321	0.478	0.3109
"V3834"	0.2321	0.2115	0.1873
"V3835"	0	0	0.0795
"V3836"	0	0.1474	0.1422
"V3837"	0.125	0.1349	0.1355
"V3838"	0.25	0.1786	0.2033
"V3839"	0	0.0417	0.0618
"V3840"	0	0.1996	0.0503
"V3841"	0	0.0417	0.0836
"V3842"	0	0.1196	0.0366
"V3843"	0.5	0.1762	0.0664
"V3844"	0	0.0701	0.0519
"V3845"	0.2083	0.266	0.1647
"V3846"	0.2917	0.4259	0.4043
"V3847"	0	0.1897	0.0519
"V3848"	0	0.0455	0.0473
"V3849"	0	0.0815	0.0357
"V3850"	0.3333	0.114	0.2631
"V3851"	0	0.085	0.0653
"V3852"	0.3333	0.0455	0.025
"V3853"	0.2	0.2771	0.3157
"V3854"	0.1111	0.1305	0.1837
"V3855"	0	0.1208	0.0435
"V3856"	0.1111	0.1724	0.1987
"V3857"	0.2083	0.4384	0.3218
"V3858"	0	0.037	0.0448
"V3859"	0.2083	0.0385	0.0805
"V3860"	0	0.1446	0.0956
"V3861"	0	0.1123	0.0359
"V3862"	0.3	0.4868	0.4937
"V3863"	0	0.114	0.0473
"V3864"	0.1429	0.0588	0.0574
"V3865"	0.1667	0.0556	0.0728
"V3866"	0.4524	0	0.0122
"V3867"	0.4524	0.5053	0.4174
"V3868"	0.2083	0.1068	0.0529
"V3869"	0.4722	0.5071	0.5012
"V3870"	0.2083	0.0726	0.0287
"V3871"	0.1111	0.0754	0.1441
"V3872"	0.1667	0	0.0462
"V3873"	0.4	0.1868	0.1834
"V3874"	0	0.0929	0.0457
"V3875"	0	0	0.0568
"V3876"	0	0	0.0679
"V3877"	0	0.0417	0.0979
"V3878"	0.2	0.1196	0.0921
"V3879"	0.5417	0.5037	0.4929
"V3880"	0.4167	0.05	0.1026
"V3881"	0.3056	0.1023	0.2536
"V3882"	0.1111	0.2143	0.2204
"V3883"	0.2222	0	0.0632
"V3884"	0.1111	0.1842	0.2772
"V3885"	0	0	0.0757
"V3886"	0	0.1108	0.1524
"V3887"	0	0.0385	0.1357
"V3888"	0	0	0.0621
"V3889"	0	0	0.0712
"V3890"	0	0.037	0.0873
"V3891"	0.1111	0.141	0.1037
"V3892"	0.1111	0.0677	0.0687
"V3893"	0.1111	0.0345	0.0687
"V3894"	0.1429	0.192	0.1755
"V3895"	0	0.0887	0.0457
"V3896"	0.2321	0	0.0836
"V3897"	0.3214	0.1621	0.1948
"V3898"	0.2321	0.2727	0.3573
"V3899"	0	0.0345	0.0519
"V3900"	0	0.0345	0.1397
"V3901"	0.5139	0.5066	0.4991
"V3902"	0	0	0.0849
"V3903"	0.5	0.4883	0.4415
"V3904"	0	0	0.0983
"V3905"	0.5	0.4286	0.4842
"V3906"	0.5	0.4286	0.4848
"V3907"	0.2	0.2381	0.143
"V3908"	0.2	0	0.0435
"V3909"	0.3	0.1857	0.2283
"V3910"	0	0.0714	0.1499
"V3911"	0	0.1286	0.0575
"V3912"	0	0.0667	0.0435
"V3913"	0.2	0	0.0592
"V3914"	0	0.0625	0.0575
"V3915"	0	0.2237	0.1042
"V3916"	0	0.0345	0.0974
"V3917"	0	0.1362	0.0454
"V3918"	0	0.1425	0.0221
"V3919"	0.381	0.3767	0.3184
"V3920"	0	0	0.0577
"V3921"	0	0.04	0.1348
"V3922"	0	0	0.0965
"V3923"	0.3056	0.25	0.1698
"V3924"	0.1111	0	0.0548
"V3925"	0.1111	0	0.1766
"V3926"	0	0	0.0632
"V3927"	0	0	0.1081
"V3928"	0	0.0909	0.0894
"V3929"	0	0.1	0.0733
"V3930"	0.5	0.1727	0.02
"V3931"	0.3333	0.4848	0.4546
"V3932"	0.1111	0.0357	0.0686
"V3933"	0.1111	0.2222	0.1178
"V3934"	0	0	0.0686
"V3935"	0	0	0.0686
"V3936"	0	0.0701	0.0435
"V3937"	0	0.085	0.0626
"V3938"	0	0.0887	0.0402
"V3939"	0.5357	0.4921	0.4923
"V3940"	0.4306	0.4631	0.4388
"V3941"	0.1111	0.0385	0.0968
"V3942"	0.1111	0.3733	0.3427
"V3943"	0	0.1446	0.0538
"V3944"	0	0	0.0628
"V3945"	0	0.0345	0.0438
"V3946"	0.1111	0.1032	0.1089
"V3947"	0	0.0357	0.0686
"V3948"	0	0.115	0.0708
"V3949"	0.125	0.2572	0.1915
"V3950"	0	0.04	0.0622
"V3951"	0	0	0.1089
"V3952"	0	0.0417	0.083
"V3953"	0.1429	0.2767	0.3581
"V3954"	0	0.1032	0.0997
"V3955"	0	0.1709	0.139
"V3956"	0.3929	0.2733	0.2214
"V3957"	0	0	0.0604
"V3958"	0.2222	0.0998	0.0946
"V3959"	0	0.3241	0.1139
"V3960"	0.1111	0.1032	0.2302
"V3961"	0.5139	0.4967	0.5019
"V3962"	0.2083	0	0.0372
"V3963"	0.125	0.3202	0.2355
"V3964"	0.1111	0.1421	0.0543
"V3965"	0.125	0	0.1575
"V3966"	0.5417	0.4696	0.4202
"V3967"	0	0.037	0.0613
"V3968"	0.1111	0.0677	0.0349
"V3969"	0.4722	0.0998	0.1167
"V3970"	0.1111	0.0476	0.0316
"V3971"	0.1429	0	0.0402
"V3972"	0	0.0526	0.049
"V3973"	0	0	0.0501
"V3974"	0.2619	0.3	0.2328
"V3975"	0	0	0.2206
"V3976"	NA	0.3542	0.2017
"V3977"	0.3333	0.225	0.0792
"V3978"	0.3333	0	0.0835
"V3979"	0.1111	0	0.0873
"V3980"	0.5417	0.4644	0.4861
"V3981"	0.2083	0.0677	0.045
"V3982"	0.25	0.0769	0.066
"V3983"	0.45	0.4967	0.4526
"V3984"	0.3571	0.3615	0.2045
"V3985"	0.3214	0.0385	0.1017
"V3986"	0.3214	0.0726	0.12
"V3987"	0.2083	0.2906	0.3067
"V3988"	0.1111	0	0.0782
"V3989"	0.2083	0.2487	0.2317
"V3990"	0	0.0345	0.0613
"V3991"	0	0.2438	0.0519
"V3992"	0	0.1045	0.0698
"V3993"	0.5139	0.5086	0.4999
"V3994"	0	0.0345	0.0519
"V3995"	0.4722	0.4039	0.415
"V3996"	0	0.0677	0.1766
"V3997"	0	0.0345	0.1089
"V3998"	0	0.3556	0.0795
"V3999"	0.4167	0	0.1147
"V4000"	0	0.1867	0.1615
"V4001"	0.3611	0.1068	0.0538
"V4002"	0.2083	0.1108	0.0642
"V4003"	0.1111	0.0345	0.0931
"V4004"	0.1111	0	0.0849
"V4005"	0.1111	0.0998	0.1323
"V4006"	0	0	0.0694
