"BRWA"	"BWWA"	"GWWA"
"V2936"	0	-0.0714	-0.0175
"V2937"	0	0	0.2673
"V2938"	0.4074	0.4565	0.3043
"V2939"	0.1429	-0.3333	-0.4265
"V2940"	-0.2727	-0.4667	-0.4951
"V2941"	-0.0909	-0.6204	-0.7883
"V2942"	0	0	0.0777
"V2943"	0	0	-0.0341
"V2944"	0	1	0.6046
"V2945"	0	0	0.7938
"V2946"	0	0	0.3789
"V2947"	0	0	0.5487
"V2948"	0.5	0.1026	0.5798
"V2949"	0	-0.037	-0.0101
"V2950"	0	0	0.662
"V2951"	0	0.6552	-0.0147
"V2952"	0	1	-0.0072
"V2953"	0	0	0.3839
"V2954"	0	0.5018	0.4769
"V2955"	0	0.6557	0.3096
"V2956"	0.6	0.3496	0.3613
"V2957"	0	-0.037	-0.0138
"V2958"	-0.3333	-0.4545	-0.4224
"V2959"	0	-0.1628	0.0583
"V2960"	0	0	0.3894
"V2961"	0	-0.0556	-0.0307
"V2962"	0	-0.0556	-0.0411
"V2963"	0	0	-0.023
"V2964"	0	0	0.267
"V2965"	0	0	0.267
"V2966"	0	0	0.6592
"V2967"	1	0.2991	0.485
"V2968"	0	0	0.3725
"V2969"	0	0.2157	0.3912
"V2970"	0	0.121	0.4402
"V2971"	0	0.4684	0.4191
"V2972"	0.5172	-0.4037	0.005
"V2973"	0.3514	0.0471	-0.1229
"V2974"	0	0	0.2534
"V2975"	0	0	0.3096
"V2976"	0	0.2273	-0.0833
"V2977"	0	-0.0323	-0.0303
"V2978"	0	-0.1613	0.1617
"V2979"	-1	-0.0588	-0.095
"V2980"	0	-0.0303	-0.0303
"V2981"	-1	0	0
"V2982"	0.1923	0.0718	0.3033
"V2983"	0	1	0.1917
"V2984"	0.75	0.2075	0.2751
"V2985"	0.6364	-0.0182	-0.0288
"V2986"	0	-0.0952	-0.0706
"V2987"	0	0	-0.04
"V2988"	-1	-0.2632	-0.4019
"V2989"	0	0	-0.0282
"V2990"	-0.0769	-0.0476	0.1822
"V2991"	0	0	-0.0299
"V2992"	-0.1111	-0.2321	-0.2417
"V2993"	0	-0.0732	-0.0641
"V2994"	0	-0.05	-0.0311
"V2995"	0	-0.1064	0.0476
"V2996"	0.0667	-0.4444	-0.3093
"V2997"	-0.1429	-0.1818	-0.1381
"V2998"	0	-0.04	-0.0235
"V2999"	0	-0.0189	-0.0338
"V3000"	0.625	-0.08	-0.0872
"V3001"	0	0	-0.0196
"V3002"	0	0	0.158
"V3003"	0	0	-0.0556
"V3004"	0	-0.1111	-0.0385
"V3005"	0	0	-0.0088
"V3006"	-0.1429	-0.125	0.0955
"V3007"	-0.25	-0.1098	-0.2308
"V3008"	0.5714	0.3529	-0.1489
"V3009"	0	0	-0.0435
"V3010"	-0.2	-0.2632	-0.5023
"V3011"	0	0	0.7419
"V3012"	0.625	1	0.389
"V3013"	0	0	0.3174
"V3014"	0.625	0.553	0.426
"V3015"	0	0.6552	0.2582
"V3016"	0	0	-0.0135
"V3017"	0	0.6552	-0.0355
"V3018"	0	0	0.1616
"V3019"	0	0	0.4823
"V3020"	0	0.2941	0.6619
"V3021"	0	-0.0476	-0.016
"V3022"	0	-0.0233	-0.0215
"V3023"	-0.0909	-0.087	0.1079
"V3024"	0	-0.0811	-0.044
"V3025"	0.1429	-0.1459	-0.1328
"V3026"	0.3333	-0.1892	-0.1539
"V3027"	0	-0.0811	-0.0556
"V3028"	-0.2	0.2542	-0.1084
"V3029"	0	0	0.7926
"V3030"	1	0	0
"V3031"	0	0	0.8223
"V3032"	0	0	0.6579
"V3033"	0.2174	0.0552	-0.1371
"V3034"	0.2174	-0.3237	-0.2579
"V3035"	-0.3636	-0.3143	-0.1241
"V3036"	0	0	-0.0103
"V3037"	0	0.7719	-0.0164
"V3038"	0	-0.0435	0
"V3039"	0	0	-0.0088
"V3040"	0	0.2558	0.5276
"V3041"	0	1	0
"V3042"	0	0	-0.0374
"V3043"	0	-0.0588	0.319
"V3044"	-0.2973	-0.3571	-0.0997
"V3045"	-0.1429	-0.2444	0.0311
"V3046"	0	-0.0182	-0.0323
"V3047"	0	-0.098	-0.0945
"V3048"	0	0	-0.0137
"V3049"	-0.0667	0	-0.0137
"V3050"	0	0	0.7928
"V3051"	0	0.0323	0.5026
"V3052"	0	0.7079	0.4588
"V3053"	0	1	0.793
"V3054"	0	0.6512	0.6618
"V3055"	0	1	0
"V3056"	-0.4545	-0.1782	-0.2386
"V3057"	0	0	-0.0228
"V3058"	-0.2727	-0.0073	-0.3237
"V3059"	-0.1429	-0.0272	0.0625
"V3060"	-0.0909	-0.0698	-0.074
"V3061"	-0.2	0.2542	0.5829
"V3062"	-0.2	0.2542	0.5562
"V3063"	0	0	0.6575
"V3064"	0	0	-0.0208
"V3065"	0	-0.0196	-0.0155
"V3066"	0	0	0.1908
"V3067"	0	-0.2	0.2928
"V3068"	0.4118	0.0717	0.192
"V3069"	0	-0.0213	-0.0211
"V3070"	0	0.0789	0.2108
"V3071"	0	-0.0612	0.559
"V3072"	0	0.6571	0.6646
"V3073"	0	0.4725	0.233
"V3074"	-0.1429	-0.1111	-0.1391
"V3075"	0	0	-0.0116
"V3076"	0	-0.0244	-0.0238
"V3077"	0	-0.037	-0.0228
"V3078"	-0.0667	-0.12	-0.0136
"V3079"	0.6316	0.3802	0.5145
"V3080"	0	0	0.5752
"V3081"	0.1923	-0.0275	0.4291
"V3082"	-1	-0.2397	-0.4841
"V3083"	0	0	0.5593
"V3084"	0	-0.0244	0.5823
"V3085"	0	0.6557	-0.0102
"V3086"	0.625	0.6552	0.4993
"V3087"	0	0	0.4921
"V3088"	0	0.3407	-0.0122
"V3089"	0	0.6262	0.4191
"V3090"	0.3333	0.1047	-0.0324
"V3091"	0	-0.1176	-0.1259
"V3092"	0	0	-0.0207
"V3093"	-0.3333	-0.1515	-0.168
"V3094"	0	0	-0.0207
"V3095"	0	-0.125	0.2864
"V3096"	-0.0909	-0.1333	-0.0806
"V3097"	-0.0909	-0.1333	-0.084
"V3098"	0	0	-0.0275
"V3099"	0.1579	-0.2081	-0.1551
"V3100"	0	-0.08	-0.0419
"V3101"	0	0	0.6619
"V3102"	0	0	0.6617
"V3103"	-0.0667	0.4766	0.1561
"V3104"	0	-0.0189	-0.0228
"V3105"	-0.1111	-0.3333	-0.2038
"V3106"	-0.0667	-0.037	0.0386
"V3107"	0	-0.0182	-0.0228
"V3108"	0.1579	-0.037	-0.1121
"V3109"	0	0.0968	0.082
"V3110"	-0.0667	-0.0566	-0.1915
"V3111"	0	-0.0612	0.2258
"V3112"	0	0	-0.0392
"V3113"	0	-0.0345	1
"V3114"	0	0.3725	0.8411
"V3115"	1	1	0.5508
"V3116"	0	-0.0303	0.3811
"V3117"	0	-0.1613	0.513
"V3118"	1	1	0
"V3119"	1	-0.0222	0.6641
"V3120"	0	0.4699	0.5789
"V3121"	0	0	1
"V3122"	0	0.6575	0.3846
"V3123"	0	0	0.4927
"V3124"	0	0	0.5576
"V3125"	0	0	-0.0175
"V3126"	0	0	0.5575
"V3127"	0	0	-0.0178
"V3128"	0.1429	0.4054	0.3798
"V3129"	0	-0.0455	0.3825
"V3130"	0	-0.04	0.3771
"V3131"	0	0	0.7716
"V3132"	0	0.8471	0.5228
"V3133"	0	0.4419	0.7094
"V3134"	0	0	0.4882
"V3135"	0	0.3488	0.3797
"V3136"	0	0.4603	0
"V3137"	1	0.3289	0.1719
"V3138"	0	0.6531	0.4895
"V3139"	-1	-0.3571	0.073
"V3140"	0	-0.2414	-0.0264
"V3141"	0	-0.2414	-0.0654
"V3142"	0	0	-0.021
"V3143"	0	-0.0303	-0.0791
"V3144"	0	0	-0.0216
"V3145"	0	-0.2143	-0.001
"V3146"	-0.6	-0.3333	-0.3708
"V3147"	0	-0.0588	0
"V3148"	0.2258	-0.0219	0.0132
"V3149"	0	-0.0588	-0.0091
"V3150"	0	-0.0769	-0.101
"V3151"	0	0	-0.0377
"V3152"	-0.4	0.1642	-0.155
"V3153"	0	-0.1064	-0.0138
"V3154"	0	1	-0.0222
"V3155"	0	0.0841	0.0385
"V3156"	0	0	-0.0213
"V3157"	0	0	0.7931
"V3158"	-0.3333	-0.0111	0.1456
"V3159"	0	0	-0.0392
"V3160"	0	-0.027	-0.0185
"V3161"	0	0	-0.0275
"V3162"	0.1923	0.1304	0.1119
"V3163"	-0.0667	0.3152	0.0756
"V3164"	0	-0.0182	0.5603
"V3165"	-0.1429	0	0.0073
"V3166"	0	0	0.4739
"V3167"	-0.2069	0.5172	-0.0806
"V3168"	0	-0.1064	-0.1042
"V3169"	0	0.1429	0.0576
"V3170"	0	-0.04	-0.0392
"V3171"	0	-0.1667	-0.0097
"V3172"	0	-0.037	0.3901
"V3173"	0	0	-0.0275
"V3174"	0	1	-0.0182
"V3175"	0	0	-0.0256
"V3176"	0	-0.0256	0.4923
"V3177"	0	0	0.4794
"V3178"	0	0	-0.0105
"V3179"	0	-0.04	-0.0204
"V3180"	-0.1111	0	-0.0485
"V3181"	-0.1429	0	-0.0784
"V3182"	0	0	-0.0182
"V3183"	0	-0.0385	0.1213
"V3184"	0	0	-0.027
"V3185"	0	-0.1163	-0.0449
"V3186"	0	-0.087	-0.0508
"V3187"	0	0	0.4913
"V3188"	-0.3333	-0.0411	-0.0867
"V3189"	0	0	0.492
"V3190"	0	-0.0417	-0.0097
"V3191"	0	0	-0.0084
"V3192"	0	0	0.5775
"V3193"	0	-0.098	-0.0435
"V3194"	0	0	-0.0333
"V3195"	0	0	-0.0542
"V3196"	-0.1429	0	-0.0334
"V3197"	-0.0667	0.6143	-0.0374
"V3198"	0	-0.04	0.3943
"V3199"	0	-0.0588	-0.023
"V3200"	0	0	-0.023
"V3201"	0	-0.04	-0.0423
"V3202"	0	-0.1034	0.1218
"V3203"	0	1	0.6247
"V3204"	-0.2	0	0.6409
"V3205"	0	0.4627	0.1463
"V3206"	0	-0.0556	0.75
"V3207"	0	0	0.7955
"V3208"	-0.3333	-0.027	0.7385
"V3209"	0	-0.0189	0.166
"V3210"	0	-0.0182	-0.014
"V3211"	0	-0.0769	-0.0136
"V3212"	-0.1429	-0.1105	0.1231
"V3213"	0.0588	-0.1105	0.0772
"V3214"	0	-0.0345	-0.1892
"V3215"	0	-0.0182	-0.0323
"V3216"	-0.4286	-0.2571	-0.0159
"V3217"	0	-0.0256	-0.0533
"V3218"	0	0.1791	0.2787
"V3219"	0	-0.0323	-0.038
"V3220"	0	0	0.3204
"V3221"	-0.0667	-0.04	-0.0141
"V3222"	0.4074	-0.0638	0.0143
"V3223"	-0.1667	-0.0318	-0.0614
"V3224"	-0.1667	-0.0318	-0.0614
"V3225"	-0.5135	0.0166	0.0493
"V3226"	0	1	0
"V3227"	1	0	0.6568
"V3228"	0	-0.0182	-0.0467
"V3229"	0	0.6585	-0.0323
"V3230"	0	-0.0417	0.0708
"V3231"	1	0.7086	0.362
"V3232"	1	0	0.4271
"V3233"	0	0.4767	0.5628
"V3234"	0	-0.0625	0.388
"V3235"	0	0	0.7326
"V3236"	0	0	0.7326
"V3237"	0.5714	0.7698	0.5242
"V3238"	0.5714	0.878	0.5228
"V3239"	0.5714	0.6053	0.622
"V3240"	0	0	0.2985
"V3241"	0	-0.0909	-0.0681
"V3242"	0	0	-0.0308
"V3243"	0	-0.0526	0.1174
"V3244"	0	-0.037	-0.0275
"V3245"	-0.0667	0.0968	-0.0747
"V3246"	0	-0.0588	-0.0228
"V3247"	-0.0667	-0.2174	-0.0703
"V3248"	0	0	-0.0329
"V3249"	0	-0.0182	0.2265
"V3250"	0.4074	-0.0769	-0.0509
"V3251"	0	-0.037	-0.023
"V3252"	-0.3333	-0.5072	-0.2963
"V3253"	-0.0909	-0.4754	-0.2329
"V3254"	-0.0909	-0.5072	-0.2162
"V3255"	0	0.1875	-0.1784
"V3256"	0.3333	0.2558	0.6112
"V3257"	0	0	0.7935
"V3258"	0.75	0.5161	0.4954
"V3259"	0.625	0.1849	0.487
"V3260"	1	1	0.5433
"V3261"	0	0.8276	0.3862
"V3262"	0	0.4766	0.2265
"V3263"	0	-0.0182	0.4943
"V3264"	0.2258	-0.1915	0.0388
"V3265"	0	0	0.3191
"V3266"	0	0	0.2668
"V3267"	-0.5	-0.0219	-0.1715
"V3268"	0	-0.1556	-0.0033
"V3269"	1	0	-0.025
"V3270"	0	0	-0.0128
"V3271"	0	0	-0.0253
"V3272"	0	-0.0526	0.0301
"V3273"	1	0	-0.0075
"V3274"	1	-0.1429	-0.0545
"V3275"	0	-0.12	0.069
"V3276"	0	-0.1429	0.1424
"V3277"	0	-0.0588	0.0761
"V3278"	0.2258	-0.098	-0.2582
"V3279"	0.1579	-0.25	-0.1032
"V3280"	0	0	-0.0194
"V3281"	-0.0769	-0.2077	-0.0787
"V3282"	0	-0.0189	-0.0396
"V3283"	0	-0.0189	-0.0396
"V3284"	0	0	-0.0143
"V3285"	0	-0.0526	-0.007
"V3286"	0	-0.3684	-0.1408
"V3287"	0.2258	-0.2778	-0.131
"V3288"	0	-0.0476	0.2235
"V3289"	0	0	-0.0576
"V3290"	0.4074	0.4211	0.3626
"V3291"	0	-0.0222	-0.0337
"V3292"	0.3	0.1064	0.3147
"V3293"	0	0.4684	0.3289
"V3294"	0.4783	0.4937	0.4948
"V3295"	0.4783	0.3231	0.4528
"V3296"	0	0	-0.0095
"V3297"	0	0.4359	-0.0556
"V3298"	0	0	0.1653
"V3299"	0	-0.1111	0.3038
"V3300"	-0.0526	-0.2632	-0.193
"V3301"	0.2258	-0.0839	-0.0318
"V3302"	0	-0.04	0.3348
"V3303"	0	0	-0.0275
"V3304"	0	0	-0.037
"V3305"	0	-0.08	0.2178
"V3306"	0	0	-0.0228
"V3307"	0	-0.12	-0.1256
"V3308"	0	0	0.1066
"V3309"	0	0	0.5772
"V3310"	0	-0.0588	-0.0628
"V3311"	0	0	-0.023
"V3312"	0	0.6522	-0.0081
"V3313"	1	-0.037	0.5758
"V3314"	1	0	0.882
"V3315"	1	0	0.7757
"V3316"	0	-0.3684	-0.1646
"V3317"	0	-0.2	-0.2152
"V3318"	0	-0.5	-0.2907
"V3319"	0	-0.2	-0.0426
"V3320"	-1	-0.5543	-0.3306
"V3321"	0	0	-0.0385
"V3322"	-0.3333	0	0
"V3323"	0	0	-0.0103
"V3324"	0	0	0.5452
"V3325"	0	0	-0.0303
"V3326"	0	0.5922	0.3132
"V3327"	-0.2	0.403	0.7358
"V3328"	-0.0909	0.4444	0.7133
"V3329"	0	0	0.7946
"V3330"	0.6154	0.3191	0.762
"V3331"	0.6154	0.4	0.7198
"V3332"	0.6154	0.3191	0.745
"V3333"	0.7059	0.1176	0.674
"V3334"	0.6154	0.3191	0.7083
"V3335"	0	0	0.4895
"V3336"	0	0	0.7945
"V3337"	0	-0.0323	-0.0085
"V3338"	0	-0.0667	0.3064
"V3339"	1	0.2969	0.4125
"V3340"	1	-0.3333	0.4233
"V3341"	1	0.8333	0.4887
"V3342"	0	1	1
"V3343"	0	0	1
"V3344"	1	0.1474	0.6679
"V3345"	0	0.6538	0.663
"V3346"	1	0.2157	0.6755
"V3347"	0	0	0.3811
"V3348"	-0.1111	-0.125	0.3564
"V3349"	0	0.4648	-0.0061
"V3350"	-0.25	-0.125	0.1727
"V3351"	0	0	0.2863
"V3352"	0	0	0.3865
"V3353"	0	-0.125	0.3154
"V3354"	0	-0.0588	-0.0256
"V3355"	0	-0.1111	-0.0732
"V3356"	0.2258	0.1692	-0.0847
"V3357"	0.6364	0.3	-0.1212
"V3358"	0	0	-0.0278
"V3359"	0	0	-0.0275
"V3360"	0	-0.0385	-0.023
"V3361"	0.7059	0.2993	0.1652
"V3362"	0	-0.098	0.0359
"V3363"	0	-0.0182	0.3
"V3364"	0.6316	0	0.742
"V3365"	0	0.2676	0.4293
"V3366"	0	0	0.6594
"V3367"	0.4074	0	-0.0412
"V3368"	0	-0.0213	0.1387
"V3369"	0	0	-0.0208
"V3370"	1	-0.0435	-0.0155
"V3371"	1	0	0.3736
"V3372"	0.3	-0.1504	0.0394
"V3373"	0	-0.0952	0.3891
"V3374"	0	0	-0.0238
"V3375"	0	-0.0833	0
"V3376"	0.5714	0.0297	0.3813
"V3377"	0	0	-0.0575
"V3378"	0	-0.0714	0.1316
"V3379"	0	-0.0714	-0.0317
"V3380"	0	0	-0.0236
"V3381"	0	0	-0.0504
"V3382"	0	-0.027	0.4912
"V3383"	0.625	0.3353	0.2538
"V3384"	-0.0909	0.3766	0.3212
"V3385"	0	0	0.4226
"V3386"	0	0.2813	0.3788
"V3387"	-0.3333	0.0283	-0.1617
"V3388"	0	-0.0417	-0.0206
"V3389"	0	-0.0213	-0.0105
"V3390"	0	0	-0.0159
"V3391"	0	-0.0213	-0.0151
"V3392"	0	0	0.8527
"V3393"	0	-0.1	-0.0374
"V3394"	0	-0.0213	0.3314
"V3395"	0.1923	0.2903	0.072
"V3396"	0	-0.0213	0.1494
"V3397"	0	-0.0952	-0.0588
"V3398"	0	-0.0952	-0.0595
"V3399"	0	-0.0952	0.1691
"V3400"	0	0.1892	0.2372
"V3401"	0	-0.0204	0.2238
"V3402"	0	-0.0233	0.292
"V3403"	-0.0667	0	-0.0275
"V3404"	0	0	-0.0309
"V3405"	0	-0.0833	-0.1064
"V3406"	0	0	-0.02
"V3407"	0	0.0351	-0.1064
"V3408"	-0.5	-0.2	-0.2858
"V3409"	0	-0.2195	-0.2319
"V3410"	0.1429	-0.2195	-0.2317
"V3411"	0	0	-0.1061
"V3412"	0	-0.0769	-0.099
"V3413"	1	0.4134	0.41
"V3414"	0.3913	-0.1795	0.3432
"V3415"	0.3913	-0.1795	0.3432
"V3416"	-0.1429	-0.1387	0.0552
"V3417"	-0.0909	-0.3939	-0.0981
"V3418"	-0.0769	0.1273	-0.043
"V3419"	0	-0.0588	-0.0452
"V3420"	-0.0667	-0.1064	0.0733
"V3421"	0	-0.0189	0.2667
"V3422"	0	-0.037	-0.0374
"V3423"	0	-0.037	0.0628
"V3424"	0	-0.037	0.0386
"V3425"	0	0	-0.037
"V3426"	0	0	0.267
"V3427"	0	0	-0.0667
"V3428"	0	0	0.6623
"V3429"	0	1	0
"V3430"	0	1	0
"V3431"	0	0	0.6623
"V3432"	0	0.4667	-0.0419
"V3433"	0	1	0.7121
"V3434"	0	0.2432	0.2802
"V3435"	0	0.1844	0.0785
"V3436"	0	0	0.3879
"V3437"	0	-0.0244	0.7412
"V3438"	0	0.7826	0.2068
"V3439"	0	-0.0256	0.1644
"V3440"	0	0	-0.0225
"V3441"	0	0	1
"V3442"	0	0	1
"V3443"	0	0	0.316
"V3444"	1	0	0.1846
"V3445"	0.2258	0.2012	0.1065
"V3446"	0	0.5235	0.2515
"V3447"	-0.0769	0.2552	0.2289
"V3448"	0	0	-0.04
"V3449"	0	-0.037	-0.0631
"V3450"	-0.4	0.1474	-0.2773
"V3451"	0	-0.0303	-0.04
"V3452"	0	0	-0.035
"V3453"	0	-0.027	-0.0135
"V3454"	0	-0.0323	-0.0067
"V3455"	0	0	-0.0067
"V3456"	0	0	-0.0201
"V3457"	0	0	-0.0204
"V3458"	0.4783	-0.125	-0.3823
"V3459"	0	0	0.3856
"V3460"	-0.3333	-0.1043	-0.0509
"V3461"	0	0	0.1791
"V3462"	0	-0.0189	-0.0228
"V3463"	-0.0667	0.0968	0.1054
"V3464"	0	-0.0385	-0.0182
"V3465"	0	0	-0.0376
"V3466"	0	-0.0769	-0.1897
"V3467"	-0.2	0	-0.0244
"V3468"	0	-0.0435	-0.1176
"V3469"	0	-0.04	-0.0392
"V3470"	0	0	-0.0638
"V3471"	0	0	-0.0323
"V3472"	0.6316	0.4747	0.1387
"V3473"	1	1	0.4794
"V3474"	0	0	-0.0228
"V3475"	0	0.3725	0.4723
"V3476"	0	0	0.3143
"V3477"	0	-0.0256	0.2733
"V3478"	0	-0.0256	-0.0588
"V3479"	0	0	-0.021
"V3480"	0	0	0.1791
"V3481"	0	1	-0.0069
"V3482"	0	0.4667	0.3119
"V3483"	0	0	0.2582
"V3484"	0	0.4648	0.364
"V3485"	0.4118	0.0625	0.481
"V3486"	0	-0.0182	-0.0182
"V3487"	0.6364	-0.08	-0.0211
"V3488"	-0.0526	-0.2317	0.0675
"V3489"	0	-0.037	0.0628
"V3490"	-0.1429	0	-0.0516
"V3491"	1	-0.0182	-0.0182
"V3492"	0	1	0.2361
"V3493"	0.4074	-0.0698	0.087
"V3494"	0	-0.0952	0.2134
"V3495"	0.1923	0.0181	0.3641
"V3496"	0	0.5168	0.1922
"V3497"	0	-0.0526	0.4118
"V3498"	0	0	1
"V3499"	0.2727	0.0571	-0.1026
"V3500"	0	-0.0233	0.1529
"V3501"	-0.0909	0	-0.0506
"V3502"	0	0	0.2593
"V3503"	0	-0.0256	-0.0253
"V3504"	-0.1111	-0.2986	-0.2281
"V3505"	0	-0.0625	-0.1181
"V3506"	-0.6	-0.2847	-0.3324
"V3507"	-0.2	-0.125	-0.0805
"V3508"	-0.0909	-0.1852	-0.1254
"V3509"	0.6154	0.2826	0.0594
"V3510"	0	-0.04	0.1657
"V3511"	1	0.3158	0.5032
"V3512"	0	0	0.5504
"V3513"	0	0	1
"V3514"	0	0.6	0.4709
"V3515"	0	1	-0.0087
"V3516"	0	0	0.5145
"V3517"	0	-0.0909	0.8383
"V3518"	0	0	0.4249
"V3519"	0.5429	-0.1024	0.1654
"V3520"	0	0	-0.0755
"V3521"	0	0	-0.0755
"V3522"	0	0	-0.0364
"V3523"	0	0	-0.0351
"V3524"	0	0	0.8843
"V3525"	1	0.2686	0.7697
"V3526"	0	0.6562	0.5579
"V3527"	0	-0.05	-0.0667
"V3528"	0	-0.0952	-0.125
"V3529"	0	-0.0182	0.2667
"V3530"	0	0.3571	-0.0137
"V3531"	0.6	0.3949	0.3152
"V3532"	0	0.5078	0.0978
"V3533"	0	0	-0.0207
"V3534"	0	0	0.3852
"V3535"	-0.3333	0.4728	0.2905
"V3536"	0	0	-0.0204
"V3537"	0	0	-0.0137
"V3538"	0	0	0.7391
"V3539"	0	0.6557	0.6566
"V3540"	0	1	0.5511
"V3541"	0	-0.0667	0.6216
"V3542"	0	0	-0.0333
"V3543"	0	0.6531	0.3537
"V3544"	0.2727	0.3239	0.3642
"V3545"	0.2727	0.4444	0.4286
"V3546"	-0.0909	-0.0455	-0.0881
"V3547"	-0.0769	-0.0417	0.107
"V3548"	0	-0.0435	-0.1416
"V3549"	-0.3636	-0.1667	-0.2705
"V3550"	-0.1111	0	-0.02
"V3551"	-0.0769	-0.1163	-0.0842
"V3552"	0	0	-0.0359
"V3553"	-0.1429	-0.2093	-0.0978
"V3554"	0.625	0.3488	0.6119
"V3555"	0	0.2574	0.6291
"V3556"	0	-0.2632	-0.132
"V3557"	0	-0.0909	-0.0062
"V3558"	-0.1429	-0.0769	-0.03
"V3559"	0	-0.0182	-0.0323
"V3560"	0.5172	-0.3007	0.0386
"V3561"	0	-0.037	-0.0091
"V3562"	0	-0.0435	0.3899
"V3563"	0	0	0.121
"V3564"	0	0	-0.0213
"V3565"	-0.0909	-0.5385	-0.4471
"V3566"	0	-0.0303	-0.0072
"V3567"	0	0	-0.021
"V3568"	0	0.1593	-0.0698
"V3569"	0	-0.0566	-0.0476
"V3570"	0	0	-0.0628
"V3571"	0.5897	-0.0986	0.0648
"V3572"	0	0	0.66
"V3573"	0	0	-0.0423
"V3574"	0	0.4766	-0.0182
"V3575"	-0.0667	0	0.267
"V3576"	0	0.6575	0.918
"V3577"	0	0	0.653
"V3578"	0	0.6575	0.5205
"V3579"	0	0	0.2211
"V3580"	0	0	0.6583
"V3581"	0	-0.0909	-0.0947
"V3582"	0	0	-0.0192
"V3583"	-0.6	-0.0435	-0.003
"V3584"	-0.7143	-0.3913	0.0792
"V3585"	-0.7143	-0.619	-0.3043
"V3586"	-0.6667	-0.25	-0.1753
"V3587"	0	0	0.8528
"V3588"	-0.0909	0.1975	0.0333
"V3589"	0	0	-0.0225
"V3590"	0	0	0.6527
"V3591"	0	-0.0213	-0.0476
"V3592"	0	0	-0.0292
"V3593"	0	0.1329	0.03
"V3594"	0	-0.0435	-0.0262
"V3595"	0.0588	-0.2273	-0.1791
"V3596"	0	-0.0952	-0.1852
"V3597"	0	0	0.5579
"V3598"	0	0	0.7954
"V3599"	0.3	0.1028	0.1516
"V3600"	0	0	-0.0262
"V3601"	0	0	-0.0326
"V3602"	0.0667	-0.1016	0.0487
"V3603"	0	0	-0.0634
"V3604"	-0.1429	-0.1915	-0.0891
"V3605"	0	1	0.2241
"V3606"	0	-0.0189	0.0673
"V3607"	-0.0769	-0.2973	-0.1072
"V3608"	-0.0909	-0.0909	0.4213
"V3609"	0	1	0.199
"V3610"	0	-0.125	0.489
"V3611"	0	0	0.6628
"V3612"	0	0.4737	0.2253
"V3613"	0	-0.0213	-0.014
"V3614"	-0.0667	-0.1364	0.3448
"V3615"	0	0	0.335
"V3616"	0	0	-0.0228
"V3617"	0	-0.037	-0.0419
"V3618"	0	0.1472	-0.1112
"V3619"	0	0	-0.0213
"V3620"	0	0	-0.0097
"V3621"	0	-0.0256	-0.044
"V3622"	0	0	-0.0247
"V3623"	0	0	0.5693
"V3624"	0	-0.037	-0.0088
"V3625"	0	0	0.4043
"V3626"	-0.2308	-0.0385	-0.1204
"V3627"	-0.2308	-0.0385	-0.1257
"V3628"	0.1429	0.1329	-0.1663
"V3629"	0	-0.0204	-0.0196
"V3630"	-0.0909	-0.087	-0.0422
"V3631"	-1	-0.1324	-0.6101
"V3632"	-0.0667	0.2045	-0.0027
"V3633"	-0.0667	-0.12	0.0276
"V3634"	0	0	-0.0333
"V3635"	0	0.3491	0.0799
"V3636"	0	-0.1707	0.1863
"V3637"	0	0	-0.0286
"V3638"	0	0	-0.0964
"V3639"	1	1	0.3537
"V3640"	-0.3333	0.3548	0.4716
"V3641"	0.5714	0.4717	0.717
"V3642"	0	1	0.4877
"V3643"	0	0.7805	0.6207
"V3644"	0	1	0
"V3645"	0.6154	0.8705	0.3197
"V3646"	0.6	0.8705	0.2913
"V3647"	0	-0.0435	-0.1364
"V3648"	0	0	-0.0562
"V3649"	0	0	-0.0204
"V3650"	0	-0.0769	-0.0928
"V3651"	0	0	-0.134
"V3652"	-0.2	-0.0345	-0.3636
"V3653"	-0.0667	-0.0588	-0.0882
"V3654"	0	-0.0588	0.1418
"V3655"	-0.3333	-0.2093	0.0513
"V3656"	-0.0667	-0.0189	0.01
"V3657"	0	-0.122	0.2439
"V3658"	0	-0.0698	-0.0492
"V3659"	-0.0769	-0.0476	0.082
"V3660"	0	-0.0222	-0.0267
"V3661"	0	0.2063	-0.006
"V3662"	0	0	0.2647
"V3663"	0	0.2542	0.1527
"V3664"	0	0	0.2647
"V3665"	0	0	0.167
"V3666"	0	-0.0189	0.167
"V3667"	0	0	-0.0137
"V3668"	0	0	-0.0326
"V3669"	0.1579	-0.1773	0.0558
"V3670"	0	-0.0476	0.2923
"V3671"	0	0	0.2631
"V3672"	0	0	-0.0112
"V3673"	0	0	0.2623
"V3674"	0.3913	-0.1304	0.2733
"V3675"	0	0	0.5602
"V3676"	0	-0.087	0.4283
"V3677"	0	0	0.2665
"V3678"	0	0	-0.0235
"V3679"	0	-0.0286	-0.0116
"V3680"	0	0	-0.0217
"V3681"	0	-0.0833	-0.0889
"V3682"	0	0	-0.0392
"V3683"	0	0	-0.0297
"V3684"	0	-0.0345	-0.0189
"V3685"	0	0	-0.0182
"V3686"	0	-0.037	-0.0136
"V3687"	-0.0667	-0.1429	0.1076
"V3688"	0	0	-0.023
"V3689"	0	-0.0196	0.2267
"V3690"	0.4074	-0.0526	0.4006
"V3691"	0	-0.0182	0.319
"V3692"	0	0	0.3901
"V3693"	-0.0667	-0.0588	-0.0813
